"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify any authenticated users can fetch dimensions","2440","verifyAnyAuthenticatedUserCanFetchDimensions","API TestSuite","Tue Jul 22 09:37:42 GMT 2025","failed","Tue Jul 22 09:37:44 GMT 2025","com.talendradar.tests.api.DimensionTests","Other Modules","com.talendradar.tests.api.DimensionTests","verifyAnyAuthenticatedUserCanFetchDimensions"
"Verify self-assessing fails given {desc}","2872","verifySelfAssessingFailsGivenInvalidParameters","API TestSuite","Tue Jul 22 09:36:01 GMT 2025","failed","Tue Jul 22 09:36:04 GMT 2025","com.talendradar.tests.api.assessment.CreateOrUpdateWithInvalidDataTests","Assessment Module","com.talendradar.tests.api.assessment.CreateOrUpdateWithInvalidDataTests","verifySelfAssessingFailsGivenInvalidParameters"
"Verify sessions filtering","1530","verifyUserSessionsFiltering","API TestSuite","Tue Jul 22 09:36:46 GMT 2025","failed","Tue Jul 22 09:36:48 GMT 2025","com.talendradar.tests.api.admin.sessions.RetrieveSessionsTests","Session Module Management","com.talendradar.tests.api.admin.sessions.RetrieveSessionsTests","verifyUserSessionsFiltering"
"Verify {desc} can log in successfully with valid credentials","2415","verifyUserCanLoginSuccessfully","API TestSuite","Tue Jul 22 09:35:26 GMT 2025","failed","Tue Jul 22 09:35:28 GMT 2025","com.talendradar.tests.api.auth.EmailPasswordLoginStrategyTests","Authentication Module Tests","com.talendradar.tests.api.auth.EmailPasswordLoginStrategyTests","verifyUserCanLoginSuccessfully"
"Verify login fails with {desc}","5084","verifyLoginFailsWithInvalidCredentials","API TestSuite","Tue Jul 22 09:35:16 GMT 2025","failed","Tue Jul 22 09:35:21 GMT 2025","com.talendradar.tests.api.auth.EmailPasswordLoginStrategyTests","Authentication Module Tests","com.talendradar.tests.api.auth.EmailPasswordLoginStrategyTests","verifyLoginFailsWithInvalidCredentials"
"Verify admin can create and send registration invites","2202","verifyAdminCanRegisterUser","API TestSuite","Tue Jul 22 09:21:43 GMT 2025","passed","Tue Jul 22 09:21:45 GMT 2025","com.talendradar.tests.api.users.registration.RegisterUserTests","Authentication Tests","com.talendradar.tests.api.users.registration.RegisterUserTests","verifyAdminCanRegisterUser"
"Verify only admin can access GET:/roles","1531","verifyGetRolesIsOnlyAccessibleByAdmin","API TestSuite","Tue Jul 22 09:37:50 GMT 2025","failed","Tue Jul 22 09:37:52 GMT 2025","com.talendradar.tests.api.roles.GetRolesTests","Other Modules","com.talendradar.tests.api.roles.GetRolesTests","verifyGetRolesIsOnlyAccessibleByAdmin"
"Verify fetching dimensions fails without authentication","1572","verifyGetDimensionsFailsWithoutAuthentication","API TestSuite","Tue Jul 22 09:37:44 GMT 2025","failed","Tue Jul 22 09:37:46 GMT 2025","com.talendradar.tests.api.DimensionTests","Other Modules","com.talendradar.tests.api.DimensionTests","verifyGetDimensionsFailsWithoutAuthentication"
"Verify immediate validation given {desc}","10004","verifyUIValidationReliability","End-to-End TestSuite","Tue Jul 22 09:38:57 GMT 2025","failed","Tue Jul 22 09:39:07 GMT 2025","com.talendradar.tests.e2e.auth.LoginTests","Auth Module Tests","com.talendradar.tests.e2e.auth.LoginTests","verifyUIValidationReliability"
"Verify once a self-assessment is complete, it can never be modified again.","2975","verifyCompleteAssessmentCannotBeUpdated","API TestSuite","Tue Jul 22 09:35:36 GMT 2025","failed","Tue Jul 22 09:35:39 GMT 2025","com.talendradar.tests.api.assessment.CreateOrUpdateWithInvalidDataTests","Assessment Module","com.talendradar.tests.api.assessment.CreateOrUpdateWithInvalidDataTests","verifyCompleteAssessmentCannotBeUpdated"
